Аверс-ЭТК, торгово-сервисная компания;Средства радиосвязи;+7(4162) 30-41-00,+7(4162) 30-41-01;;aversabon@amur.ru;Амурская, 257;Офисные АТС | Средства радиосвязи | Навигационное оборудование | Монтаж телефонных сетей | Спутниковая связь;
Авиатраст, ООО, авиационно-коммерческое агентство;Железнодорожные билеты;+7(4162) 51-51-51,+7(4162) 52-26-07;;;Ленина, 193;Авиабилеты | Железнодорожные билеты;
Авоська, сеть супермаркетов;Супермаркеты;+7(4162) 33-73-47,+7(4162) 33-23-46;;;Калинина, 127;Супермаркеты;
Автомагнит, магазин автозапчастей;Автозапчасти для иномарок;;;priorite@amur.ru;Ленина, 113;Автозапчасти для иномарок;
Авто-Stop, торговая компания;Автозапчасти для отечественных автомобилей;+7(4162) 35-22-04,8-914-559-13-24;;avtostop150@yandex.ru;Мухина, 150\4;Автозапчасти для отечественных автомобилей;
Автобаза ДВ, ООО, торгово-сервисная компания;Таможенное оформление;+7(4162) 38-33-22;http://chinazavod.com;lesnov@bk.ru;Текстильная, 49;Спецавтотехника | Запчасти для спецавтотехники | Таможенное оформление;
СОА & Звук, торговая компания;Автосигнализации - продажа / установка;+7(4162) 55-31-58,+7(4162) 55-86-00;;uriy174@yandex.ru;Амурская, 180\1;Автосигнализации - продажа \ установка | Автозвук - продажа \ установка;
Автовокзал, г. Благовещенск;Справочно-информационные услуги;+7(4162) 33-43-13,+7(4162) 52-56-71;http://avtovokzal-bl.ru;avtovokzal-blag@mail.ru;50 лет Октября, 44;Автовокзал | Автобусные билеты | Справочно-информационные услуги;
Автовояж, магазин автозапчастей;Автозапчасти для иномарок;8-914-576-58-46;;;Воронкова, 1;Автозапчасти для иномарок;
Автоград, магазин автотоваров;Автохимия / Масла;+7(4162) 49-11-22,8-914-587-30-03;;anton-li@bk.ru;Конная, 143;Автозапчасти для иномарок | Автоаксессуары | Автохимия \ Масла;
Автограф, рекламная студия;Широкоформатная печать / УФ-печать;+7(4162) 31-51-15;;st-avtograf@mail.ru;Горького, 159;Изготовление рекламных конструкций | Широкоформатная печать \ УФ-печать;
Автодело, магазин инструмента и крепежных изделий;Электроинструмент;;;vikt939@rambler.ru;Воронкова, 15\1;Крепёжные изделия | Электроинструмент | Слесарно-монтажный инструмент;
Автодизель, СТО;Ремонт ходовой части автомобиля;+7(4162) 35-24-51,+7(4162) 54-73-77,8-924-677-90-77;;555dizel@mail.ru;Северная, 153\2;Ремонт топливной аппаратуры дизельных двигателей | Ремонт ходовой части автомобиля | Ремонт бензиновых двигателей | Ремонт дизельных двигателей;
Автодизель Сервис, ремонтная компания;Ремонт топливной аппаратуры дизельных двигателей;+7(4162) 310-200,+7(4162) 38-26-54,8-914-538-26-54,+7(4162) 310-301,8-965-671-03-01;;;Горького, 9\3;Ремонт топливной аппаратуры дизельных двигателей;
АвтоДок, оптово-розничная компания;Оборудование для автосервиса;+7(4162) 55-99-44;http://avtodoc28.ru;dzhalyy@mail.ru;Кольцевая, 66;Автозапчасти для грузовых автомобилей | Автозапчасти для иномарок | Автохимия \ Масла | Оборудование для автосервиса;
Автодоктор, автосервис, ИП Чувашова Л.И.;Ремонт ходовой части автомобиля;8-914-561-65-55;;;Забурхановская, 98а;Ремонт ходовой части автомобиля | Ремонт бензиновых двигателей | Ремонт дизельных двигателей | Аппаратная замена масла;
